,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h,sun_hours,skyCover_7h,skyCover_14h,skyCover_19h,wind_degrees,wind_mSec,precip,year
31,2,1,-3.5,-5.3,-0.3,2.9,-2.8,2.6,0.4,88,99,73,91,2.7,9,9,9,275,7.2,0.0,2015
32,2,2,-0.3,-2.3,2.7,5.6,0.4,5.5,1.6,73,75,60,83,6.0,4,6,8,271,11.5,0.9,2015
33,2,3,-0.9,-4.3,2.4,5.7,-0.1,5.2,0.7,69,79,42,87,8.1,1,4,8,252,10.4,0.0,2015
34,2,4,-2.8,-5.2,-0.4,2.0,-0.1,1.5,-0.2,77,89,70,72,1.8,10,9,2,310,7.7,0.0,2015
35,2,5,-3.1,-5.4,-1.2,0.7,-2.6,-0.2,-0.7,77,78,76,77,0.9,1,10,2,33,8.4,0.0,2015
36,2,6,-2.8,-3.9,-0.8,1.3,-2.4,1.1,-1.7,68,79,60,66,5.0,3,4,3,12,12.9,0.0,2015
37,2,7,-2.9,-3.7,-0.5,1.9,-2.9,1.6,-0.6,61,71,53,60,6.8,6,1,1,270,19.2,0.0,2015
38,2,8,-1.6,-2.5,0.6,2.7,-0.8,0.5,-0.7,60,72,55,53,1.6,9,9,2,283,20.8,0.9,2015
39,2,9,-2.3,-2.5,-0.8,0.8,-0.3,-0.5,0.8,83,55,96,97,0.0,9,10,10,287,22.7,17.2,2015
40,2,10,0.8,-0.1,2.9,5.0,3.2,4.9,4.5,80,92,73,75,0.0,10,10,9,293,15.5,2.8,2015
41,2,11,2.7,1.7,3.9,5.0,3.2,3.7,2.7,85,84,83,89,0.0,10,10,10,325,8.6,0.0,2015
42,2,12,1.9,0.9,4.8,7.6,2.2,7.2,3.4,82,91,71,83,9.0,10,4,0,142,13.2,0.0,2015
43,2,13,-1.3,-4.1,2.6,6.4,-1.0,6.3,3.2,80,98,63,78,9.4,0,0,0,155,11.3,0.0,2015
44,2,14,-0.9,-2.1,2.8,6.5,-0.6,6.1,4.2,81,91,71,81,8.9,0,1,2,142,11.1,0.0,2015
45,2,15,2.6,1.1,5.8,9.0,2.7,8.3,5.2,80,90,71,80,7.0,9,1,0,122,13.6,0.0,2015
46,2,16,-0.8,-2.7,4.6,10.0,-0.8,40.0,5.8,70,94,50,65,9.6,1,0,0,121,8.7,0.0,2015
47,2,17,0.0,-1.0,3.0,5.9,0.0,5.1,1.6,80,87,70,84,3.9,5,6,7,162,12.2,0.0,2015
48,2,18,-0.3,-1.9,1.1,2.4,-0.2,2.1,1.9,85,96,81,79,0.0,10,10,10,3,6.2,0.0,2015
49,2,19,1.0,0.7,3.0,4.9,40.0,3.9,1.4,85,85,78,91,4.5,10,9,1,268,9.1,0.0,2015
50,2,20,-2.8,-5.2,2.8,8.4,-2.5,7.9,4.2,80,99,59,83,9.7,4,1,3,176,8.9,0.0,2015
51,2,21,0.4,-2.3,5.2,9.9,0.7,8.9,4.8,65,80,48,66,8.2,10,0,3,149,8.1,0.0,2015
52,2,22,-1.0,-3.0,3.4,7.7,-0.5,7.2,3.9,86,97,63,98,2.4,9,10,10,309,8.1,3.1,2015
53,2,23,3.4,2.7,5.7,7.9,3.7,7.3,5.8,92,93,90,94,0.1,10,9,1,171,8.9,0.6,2015
54,2,24,3.2,1.2,5.0,6.8,3.9,6.4,5.9,96,99,93,96,0.0,10,10,10,306,13.8,11.4,2015
55,2,25,3.1,2.3,5.4,7.6,3.2,6.5,7.0,79,94,81,61,0.0,10,10,10,311,14.4,3.1,2015
56,2,26,4.1,3.5,5.6,7.1,4.1,6.3,5.7,73,77,71,72,0.0,10,10,9,302,10.0,0.0,2015
57,2,27,0.6,-1.5,5.6,10.5,2.9,10.2,5.9,79,95,57,84,6.5,10,1,8,127,11.3,0.0,2015
58,2,28,3.9,2.4,6.6,9.2,4.0,8.9,5.2,72,84,61,71,4.0,8,9,7,266,10.8,0.0,2015
59,3,1,-1.2,-3.5,4.1,9.4,-1.1,8.6,6.7,83,99,56,95,5.6,3,9,9,265,12.4,0.9,2015
60,3,2,6.0,3.5,9.8,13.5,7.2,,6.0,83,93,85,72,2.3,10,10,1,283,22.0,5.7,2015
61,3,3,2.6,0.9,6.3,10.0,2.8,8.3,5.0,60,76,46,58,9.2,7,3,0,249,21.7,0.8,2015
62,3,4,0.0,-2.2,4.5,8.9,6.6,8.5,5.2,62,56,61,68,3.4,8,4,6,270,16.5,0.5,2015
63,3,5,2.6,1.0,5.1,7.6,2.8,6.1,5.1,65,72,60,63,4.4,7,9,9,348,12.7,0.0,2015
64,3,6,1.9,0.8,4.8,7.6,2.4,7.2,4.9,59,74,47,55,4.2,4,8,1,339,11.3,-0.1,2015
65,3,7,4.0,1.4,7.3,10.5,4.9,9.8,6.8,64,74,52,65,3.7,9,7,7,305,8.4,-0.1,2015
66,3,8,-1.5,-4.5,5.1,11.6,-1.0,11.1,7.5,57,94,34,43,8.7,4,5,5,117,9.8,-0.1,2015
67,3,9,0.9,-2.2,6.9,12.8,2.5,11.7,7.7,52,68,38,50,8.3,9,7,3,165,11.8,-0.1,2015
68,3,10,-0.1,-2.7,7.1,14.3,0.3,13.0,8.0,64,87,44,60,10.4,5,2,2,302,9.3,-0.1,2015
69,3,11,3.9,2.4,6.9,9.9,7.8,4.7,,76,73,89,67,0.0,10,10,8,328,13.0,10.3,2015
70,3,12,3.3,2.9,5.4,7.4,3.3,6.6,5.7,61,70,55,59,3.3,9,9,10,295,14.3,0.0,2015
71,3,13,3.7,3.5,4.8,5.8,3.8,4.8,5.0,77,73,79,78,0.0,10,10,10,310,10.4,0.0,2015
72,3,14,2.9,2.7,4.2,5.4,3.0,5.1,3.9,82,86,75,85,0.0,10,10,10,340,6.8,0.2,2015
73,3,15,2.4,0.5,5.6,8.8,3.0,7.8,7.8,83,94,78,77,0.0,9,10,10,135,12.2,0.2,2015
74,3,16,4.5,3.0,8.8,13.0,5.5,48.0,10.4,69,87,57,63,4.2,8,9,9,148,14.2,0.0,2015
75,3,17,4.9,2.2,9.3,13.7,5.2,13.0,8.7,62,84,43,59,7.9,9,9,2,145,11.3,-0.1,2015
76,3,18,2.5,-0.4,7.6,12.7,4.2,12.1,8.0,48,59,36,49,11.1,1,1,0,160,8.7,-0.1,2015
77,3,19,1.2,-2.0,6.4,11.6,2.4,10.9,7.2,56,69,43,57,11.1,0,0,0,50,6.4,-0.1,2015
78,3,20,-0.4,-3.3,5.7,11.8,1.0,10.3,7.4,59,82,45,51,11.1,0,0,0,109,5.0,-0.1,2015
79,3,21,-1.0,-4.3,7.2,15.4,0.5,13.6,11.0,60,86,40,53,10.0,1,1,6,283,6.0,0.0,2015
80,3,22,5.1,6.7,8.1,11.1,7.7,9.0,40.0,62,65,58,64,0.0,10,9,9,332,12.2,0.0,2015
81,3,23,-1.2,-3.2,5.0,11.2,-0.1,9.3,8.7,61,76,47,60,11.1,1,1,4,165,8.3,-0.1,2015
82,3,24,4.6,1.7,10.7,16.7,5.4,16.1,12.1,59,74,43,60,11.0,0,1,1,121,10.6,-0.1,2015
83,3,25,4.2,1.1,10.1,15.9,5.6,15.8,13.9,65,86,49,60,5.1,2,10,10,123,13.4,0.6,2015
84,3,26,9.2,8.7,12.4,15.5,9.4,54.8,12.8,77,83,75,72,0.5,9,9,9,280,13.3,3.4,2015
85,3,27,6.0,5.9,9.5,12.9,,10.3,,69,89,57,61,0.1,10,10,9,282,14.9,2.2,2015
86,3,28,6.7,5.8,8.6,10.4,7.4,10.3,6.7,54,62,44,56,0.7,9,9,2,307,15.6,0.4,2015
87,3,29,1.7,-1.4,8.5,15.3,6.7,14.8,12.3,73,90,59,69,0.5,10,8,9,268,16.9,2.0,2015
88,3,30,4.2,6.7,8.8,13.4,7.9,11.8,5.6,72,80,49,87,3.0,10,5,9,328,22.1,8.5,2015
89,3,31,4.2,2.4,10.1,15.9,4.7,14.3,9.8,76,82,64,82,0.1,10,9,10,280,27.4,7.4,2015
90,4,1,1.7,1.7,5.8,9.8,4.6,7.5,5.1,61,70,54,60,2.7,9,7,5,267,18.7,2.9,2015
91,4,2,2.6,1.4,5.7,8.7,4.9,6.7,3.7,73,71,75,72,0.7,9,10,9,271,22.6,2.3,2015
92,4,3,2.1,0.9,6.3,10.4,3.0,10.2,7.7,49,66,36,44,7.2,9,7,9,318,15.6,0.0,2015
93,4,4,0.3,-2.3,5.6,10.8,4.5,10.8,,44,60,33,40,7.7,7,9,9,31,7.6,0.0,2015
94,4,5,0.8,-1.5,4.6,8.3,2.6,7.9,6.2,50,66,41,44,5.9,2,9,7,357,10.9,0.3,2015
95,4,6,2.5,1.2,5.8,9.0,,8.6,3.7,53,61,31,66,8.8,4,4,9,341,14.9,0.0,2015
96,4,7,1.5,0.6,6.1,10.7,3.3,,9.0,48,64,38,42,8.6,1,9,9,340,14.8,0.6,2015
97,4,8,5.9,3.7,8.3,10.7,6.1,9.5,9.4,67,70,65,66,0.1,10,10,9,293,13.5,0.6,2015
98,4,9,6.7,5.1,10.8,14.9,7.7,14.2,11.2,57,72,46,53,6.9,9,0,6,331,9.9,0.0,2015
99,4,10,3.0,-0.1,11.6,20.2,,19.3,15.8,54,77,42,44,12.4,8,1,3,122,8.9,0.0,2015
100,4,11,5.4,2.0,13.7,22.0,9.0,20.2,13.6,61,67,42,73,10.7,3,8,9,322,16.1,0.9,2015
101,4,12,11.8,7.9,15.6,19.3,13.4,74.4,14.7,53,64,42,54,6.3,6,9,2,283,12.8,0.0,2015
102,4,13,7.0,3.5,13.8,20.5,10.7,18.7,12.9,57,72,38,60,7.9,4,9,9,261,18.7,0.3,2015
103,4,14,7.1,4.0,12.7,18.2,,16.7,13.6,36,48,29,32,11.9,9,9,6,332,12.1,0.0,2015
104,4,15,9.7,6.0,17.2,24.6,16.5,23.1,20.4,35,44,30,31,11.2,5,4,6,290,14.2,0.0,2015
105,4,16,9.7,5.3,17.8,25.9,12.1,24.8,20.3,40,62,21,36,9.9,6,9,9,272,17.6,0.0,2015
106,4,17,10.7,8.6,15.6,20.4,13.9,18.7,42.8,69,62,56,88,0.6,9,9,10,320,11.6,7.8,2015
107,4,18,5.7,4.3,8.8,11.8,7.0,11.8,7.6,51,64,39,51,9.3,6,6,2,14,14.6,1.5,2015
108,4,19,4.0,1.1,9.1,14.1,5.5,13.6,10.8,51,66,36,50,10.2,9,1,6,322,8.3,0.0,2015
109,4,20,5.0,0.8,11.5,17.9,8.9,17.3,15.8,41,53,32,38,10.4,3,1,6,325,17.9,0.0,2015
110,4,21,8.3,5.1,14.5,20.7,9.8,19.2,18.9,34,52,27,22,12.2,7,1,1,313,16.8,0.0,2015
111,4,22,11.1,7.2,15.4,19.7,13.6,,,40,43,30,46,11.7,1,9,1,306,12.6,0.0,2015
112,4,23,8.2,4.4,14.8,21.3,11.7,19.5,10.7,53,60,36,63,9.0,7,3,8,285,17.1,0.0,2015
113,4,24,8.5,5.8,14.6,20.7,11.5,18.9,15.4,45,57,31,46,12.2,1,5,1,280,11.5,0.0,2015
114,4,25,6.6,2.4,15.5,24.3,10.4,23.3,19.4,49,72,36,40,13.2,1,5,7,150,10.7,0.0,2015
115,4,26,13.0,10.0,18.3,23.5,16.8,21.7,17.9,54,57,42,62,7.3,8,8,7,222,9.7,0.0,2015
116,4,27,9.9,5.6,17.8,25.7,13.0,25.0,21.1,53,80,39,40,12.7,8,7,6,187,15.5,0.0,2015
117,4,28,7.5,6.4,14.3,21.1,14.4,12.0,7.5,80,68,87,86,6.2,7,10,10,315,19.7,7.2,2015
118,4,29,6.5,4.7,11.0,15.4,8.0,15.1,11.9,44,64,30,38,12.6,1,5,8,299,13.9,4.7,2015
119,4,30,3.9,0.7,11.0,18.0,7.4,16.7,11.5,60,66,43,70,8.4,9,10,10,278,15.0,0.4,2015
120,5,1,7.5,4.8,11.8,16.1,9.7,15.4,11.6,75,83,56,87,1.7,10,10,10,317,6.3,3.8,2015
121,5,2,10.3,9.8,13.0,15.6,10.6,14.6,12.9,77,93,65,72,2.4,10,9,10,329,8.3,3.6,2015
122,5,3,8.5,5.5,11.1,13.7,,13.7,12.6,83,87,78,84,0.0,10,10,10,128,9.5,0.9,2015
123,5,4,11.4,11.2,17.6,23.8,13.5,22.7,18.1,79,91,53,92,2.7,9,8,10,283,10.3,1.7,2015
124,5,5,14.1,11.1,20.4,26.7,16.0,25.6,22.7,70,91,54,65,8.8,9,8,9,114,11.0,0.1,2015
125,5,6,14.1,16.2,18.4,22.7,19.3,18.7,14.1,71,65,69,79,3.1,8,10,9,286,15.2,0.8,2015
126,5,7,12.1,9.4,16.8,21.5,15.3,19.8,17.3,54,61,42,59,12.4,1,4,4,275,11.2,0.0,2015
127,5,8,11.0,7.0,17.5,24.0,13.6,22.8,20.6,50,63,45,41,11.2,9,4,8,121,10.2,0.0,2015
128,5,9,11.8,8.0,16.8,21.7,15.9,18.9,17.0,65,64,63,68,7.7,9,9,9,277,13.8,0.4,2015
129,5,10,13.6,11.3,17.4,21.1,15.2,19.6,17.9,48,66,37,40,9.9,8,9,1,323,14.6,0.0,2015
130,5,11,8.6,2.9,14.6,20.6,12.2,19.4,15.6,44,58,31,43,14.2,2,4,1,331,9.0,0.0,2015
131,5,12,6.3,2.1,16.0,25.7,11.8,25.2,21.5,47,68,30,43,11.1,5,8,9,120,9.4,0.2,2015
132,5,13,13.6,11.2,18.5,23.4,16.0,22.0,81.2,65,80,52,62,5.4,9,4,9,355,11.1,2.4,2015
133,5,14,13.0,11.6,17.0,21.0,15.3,,16.8,60,80,47,54,4.8,6,6,7,302,13.2,2.3,2015
134,5,15,12.3,10.2,14.7,17.1,13.2,15.8,14.3,67,66,62,73,0.0,10,10,10,110,7.5,0.0,2015
135,5,16,10.1,7.4,16.7,23.2,13.4,22.6,79.6,54,82,34,46,11.5,9,4,5,263,10.6,0.0,2015
136,5,17,14.8,14.1,17.4,19.9,15.1,19.1,16.8,59,58,58,60,4.8,9,8,4,280,11.8,0.1,2015
137,5,18,8.4,5.1,16.5,24.6,12.4,,21.1,53,65,42,52,11.7,7,6,2,158,11.7,0.0,2015
138,5,19,12.5,9.0,18.1,23.7,16.8,20.2,17.8,66,76,57,64,6.9,1,9,9,269,13.6,3.4,2015
139,5,20,11.2,10.2,15.5,19.8,15.7,14.1,11.2,79,82,76,80,3.7,8,10,9,291,18.0,3.4,2015
140,5,21,9.6,9.0,11.5,13.3,10.1,12.9,13.2,79,87,78,71,0.0,10,10,9,301,11.7,2.1,2015
141,5,22,12.1,11.2,13.8,15.5,12.5,13.6,13.8,72,68,77,72,0.0,10,10,10,344,15.0,8.5,2015
142,5,23,10.8,10.4,12.4,14.0,10.9,12.2,11.8,92,91,93,91,0.0,10,10,10,335,9.8,13.6,2015
143,5,24,10.8,10.6,12.6,14.4,11.1,52.4,13.2,89,93,88,86,0.1,10,10,9,315,8.7,0.6,2015
144,5,25,11.6,9.4,15.8,20.0,,19.4,17.2,69,82,54,71,2.7,9,10,10,348,12.3,0.2,2015
145,5,26,12.6,12.7,14.9,17.2,14.8,14.8,12.7,83,77,90,82,0.1,9,10,10,290,13.6,8.0,2015
146,5,27,9.7,7.8,12.5,15.2,11.8,13.9,12.6,58,65,56,52,5.1,3,9,6,328,13.7,2.6,2015
147,5,28,10.4,9.5,14.4,18.4,,17.2,15.0,56,66,46,56,7.5,9,2,3,332,8.1,0.0,2015
148,5,29,7.1,4.1,15.6,24.1,49.2,22.5,21.1,56,74,44,51,11.3,9,4,8,167,11.2,0.0,2015
149,5,30,13.5,10.0,19.5,25.4,17.8,24.7,17.4,63,70,38,80,6.1,5,6,10,274,12.8,0.9,2015
150,5,31,12.1,10.4,17.9,23.6,15.6,23.3,20.8,53,58,47,54,11.4,6,7,9,156,11.2,0.8,2015
151,6,1,14.7,12.0,20.8,26.9,18.6,26.6,24.1,56,73,45,50,11.9,8,9,9,94,7.3,0.0,2015
152,6,2,16.4,12.9,22.5,28.5,21.6,27.3,24.9,48,58,37,49,14.1,2,2,1,287,11.9,0.0,2015
153,6,3,16.8,13.8,24.0,31.2,21.1,30.0,27.6,48,68,35,41,13.6,3,4,3,247,8.5,0.0,2015
154,6,4,20.1,17.2,23.9,27.6,21.2,26.9,24.1,51,,,,15.0,1,1,1,25,9.3,0.0,2015
155,6,5,15.2,10.8,21.1,26.9,19.2,25.8,23.5,47,51,37,54,15.1,0,1,0,143,7.2,0.0,2015
156,6,6,15.5,11.1,22.5,29.4,21.2,28.8,26.5,54,66,46,50,15.0,0,1,1,118,8.6,0.0,2015
157,6,7,17.0,13.3,23.6,30.2,22.6,29.8,26.7,49,63,42,43,14.9,6,3,1,124,7.5,0.0,2015
158,6,8,18.0,14.1,23.9,29.8,21.9,28.5,24.9,50,62,35,54,12.2,2,4,3,39,9.9,0.0,2015
159,6,9,17.1,13.7,21.4,25.6,18.5,25.1,20.2,59,60,52,66,10.5,4,6,7,345,12.0,0.0,2015
160,6,10,13.5,11.3,19.6,25.6,62.4,23.8,22.6,58,70,50,55,14.0,1,5,6,347,10.7,0.0,2015
161,6,11,14.9,11.2,21.5,28.1,18.3,26.9,24.8,54,63,44,54,11.8,3,2,7,32,6.3,0.0,2015
162,6,12,17.1,13.6,24.7,32.3,23.3,31.3,28.8,46,66,36,36,14.6,1,1,1,190,15.7,0.0,2015
163,6,13,18.1,14.0,24.3,30.5,21.9,29.6,24.4,53,68,42,48,9.8,2,7,9,278,13.8,1.0,2015
164,6,14,16.6,13.7,23.6,30.5,,28.2,,67,69,43,89,8.5,8,7,9,222,16.6,1.3,2015
165,6,15,16.2,13.7,19.7,23.2,20.2,19.9,77.6,75,72,80,74,4.8,4,10,10,307,12.2,0.3,2015
166,6,16,15.3,12.9,18.7,22.0,16.3,21.0,20.0,50,64,45,42,5.9,9,9,7,31,9.2,0.0,2015
167,6,17,12.9,9.8,16.5,20.0,15.7,16.6,17.2,50,54,48,47,8.1,2,9,9,311,10.1,0.0,2015
168,6,18,10.3,5.3,16.9,23.5,18.0,20.9,,48,48,45,52,8.3,5,9,9,280,13.5,0.2,2015
169,6,19,14.7,14.3,17.4,20.1,17.0,17.2,14.7,73,71,65,82,2.8,9,10,9,305,12.3,0.4,2015
170,6,20,11.9,9.8,14.8,17.7,13.4,15.2,12.8,76,76,70,82,4.2,9,8,9,275,14.3,1.8,2015
171,6,21,10.9,8.5,15.0,19.0,12.7,17.5,,71,74,52,86,4.0,9,9,8,308,12.3,0.6,2015
172,6,22,10.1,6.8,18.0,25.9,14.8,24.9,16.8,65,76,39,79,6.6,9,9,10,337,13.1,6.1,2015
173,6,23,12.5,12.9,16.3,20.0,13.6,15.4,17.0,72,85,74,57,3.5,10,9,5,201,10.5,6.0,2015
174,6,24,12.0,8.8,16.4,20.8,57.6,19.2,16.2,63,69,50,70,5.5,9,8,9,266,10.9,0.1,2015
175,6,25,10.1,6.1,16.7,23.3,16.7,22.3,21.3,48,63,39,42,12.0,1,3,7,360,7.9,0.0,2015
176,6,26,13.3,9.1,19.7,26.1,19.4,24.6,23.3,43,50,35,45,11.4,1,5,9,354,9.0,0.0,2015
177,6,27,18.3,16.5,21.8,25.3,19.8,19.3,19.2,74,64,88,70,1.4,10,9,9,261,11.6,11.3,2015
178,6,28,15.3,14.8,20.2,25.0,17.6,24.2,22.1,52,83,37,37,10.3,8,4,2,297,13.4,9.4,2015
179,6,29,12.6,8.7,18.5,24.4,18.0,22.3,21.5,55,68,45,53,7.0,8,7,1,333,7.3,0.0,2015
180,6,30,13.1,9.4,20.8,28.4,18.4,27.3,24.7,49,70,30,48,11.1,9,8,8,30,6.3,0.0,2015
181,7,1,15.3,12.7,22.8,30.3,21.3,29.5,27.4,47,69,33,40,13.8,3,4,5,9,5.6,0.0,2015
182,7,2,17.6,14.4,24.5,31.3,89.2,30.3,28.1,42,,,,14.4,1,4,1,39,6.4,0.0,2015
183,7,3,18.4,15.4,24.8,31.2,23.9,30.1,27.8,43,50,36,44,14.8,0,1,1,147,9.3,0.0,2015
184,7,4,18.4,15.7,25.5,32.6,23.7,32.4,28.4,42,60,30,35,15.0,7,1,1,173,10.1,0.0,2015
185,7,5,18.2,15.1,27.2,36.2,22.8,34.6,30.6,39,64,22,30,14.6,8,2,4,133,7.7,0.0,2015
186,7,6,19.4,16.5,26.5,33.6,24.7,32.5,,51,58,45,51,13.0,6,7,1,263,22.0,0.0,2015
187,7,7,20.9,19.0,28.7,36.4,25.7,35.1,30.6,50,,,,11.4,0,3,9,189,8.3,0.0,2015
188,7,8,17.1,22.0,23.9,30.6,27.9,21.0,17.1,76,47,89,91,3.0,3,10,10,268,23.6,13.3,2015
189,7,9,15.4,14.1,19.8,24.2,18.7,23.7,16.1,62,66,37,83,9.1,3,6,3,287,19.7,3.0,2015
190,7,10,14.1,12.5,19.3,24.5,16.7,23.0,21.7,43,54,37,38,12.0,5,5,3,273,12.3,0.1,2015
191,7,11,11.4,9.5,19.6,27.7,17.5,26.1,24.0,39,45,31,40,15.0,0,2,3,103,6.3,0.0,2015
192,7,12,14.8,12.6,23.2,31.6,20.0,30.4,28.1,44,68,31,33,13.0,1,9,8,282,13.0,0.5,2015
193,7,13,16.5,15.9,22.3,28.1,16.9,23.2,21.0,64,84,50,59,3.4,10,9,9,301,17.2,0.8,2015
194,7,14,18.0,16.6,21.3,24.5,18.5,,21.5,80,,,,2.0,9,9,8,279,11.1,2.0,2015
195,7,15,20.2,18.5,24.4,28.5,22.0,27.8,24.6,54,66,43,54,6.8,7,6,2,309,10.1,0.0,2015
196,7,16,16.8,14.3,24.7,32.5,22.5,31.8,,47,57,37,47,14.8,1,3,1,96,7.9,0.0,2015
197,7,17,20.8,18.9,28.0,35.1,,34.7,31.0,44,72,23,38,13.8,3,2,3,355,11.9,0.2,2015
198,7,18,22.2,19.9,29.1,35.9,25.4,34.5,30.6,43,,,,8.2,9,1,5,275,10.0,0.2,2015
199,7,19,22.3,20.7,29.7,37.1,26.4,36.2,33.2,39,,,,12.1,3,3,8,290,23.6,1.3,2015
200,7,20,20.9,19.8,27.1,33.2,23.6,29.4,27.7,55,70,46,49,8.8,7,6,3,310,14.6,1.3,2015
201,7,21,20.2,17.3,27.6,34.9,24.8,33.8,32.4,46,66,35,38,12.0,1,9,6,172,7.3,0.0,2015
202,7,22,22.5,19.3,29.7,36.9,27.7,36.5,32.9,38,,,,14.5,0,1,0,157,10.3,0.0,2015
203,7,23,25.3,23.3,29.2,33.1,28.0,28.8,26.7,55,,,,7.2,5,9,7,261,11.9,0.1,2015
204,7,24,21.0,19.2,27.6,34.2,23.8,33.3,30.8,48,,,,12.9,3,5,7,100,9.3,0.0,2015
205,7,25,23.0,20.8,26.9,30.8,23.4,28.7,26.3,54,,,,1.2,8,6,10,302,19.7,1.8,2015
206,7,26,16.1,15.0,21.2,26.3,16.8,24.5,22.3,41,56,32,35,11.0,7,2,3,282,12.6,1.8,2015
207,7,27,16.3,14.8,20.8,25.3,17.3,,18.3,83,78,78,92,4.0,9,7,7,285,16.0,5.4,2015
208,7,28,14.7,12.3,20.7,26.7,18.4,25.2,23.1,53,70,39,51,4.0,7,9,7,280,10.1,4.4,2015
209,7,29,14.1,13.8,18.6,23.1,14.4,19.9,18.9,80,93,70,76,2.7,10,7,9,317,10.9,4.4,2015
210,7,30,15.5,13.2,20.4,25.2,16.9,23.4,21.7,52,74,38,43,10.2,9,5,6,286,10.6,1.2,2015
