,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h,sun_hours,skyCover_7h,skyCover_14h,skyCover_19h,wind_degrees,wind_mSec,precip,year
0,1,1,-4.3,-6.4,-1.8,0.8,-2.8,0.6,-0.9,90,88,89,94,0.1,10.0,10.0,9.0,329.0,6.4,0.4,2016
1,1,2,-4.0,-2.1,-1.1,1.9,-1.1,-3.4,-3.9,92,96,92,89,0.0,10.0,10.0,10.0,135.0,13.6,0.0,2016
2,1,3,-6.2,-5.5,-5.0,-3.8,-5.8,-5.2,-5.2,76,79,75,73,0.0,10.0,10.0,10.0,150.0,13.8,0.0,2016
3,1,4,-7.7,-6.1,-6.3,-4.8,-6.0,-6.5,-7.7,86,82,86,90,0.0,9.0,10.0,10.0,145.0,15.1,4.6,2016
4,1,5,-7.7,-8.7,-6.6,-5.4,-7.1,-6.4,-6.1,91,89,91,92,0.5,8.0,10.0,10.0,178.0,6.3,2.6,2016
5,1,6,-6.1,-5.5,-4.0,-1.9,-3.9,-2.3,-2.1,97,98,96,96,0.0,10.0,10.0,10.0,181.0,7.6,0.0,2016
6,1,7,-4.5,-8.6,-1.8,0.9,-2.3,0.6,0.3,91,93,88,92,0.0,7.0,10.0,10.0,27.0,5.0,0.0,2016
7,1,8,-2.9,-6.8,3.1,9.0,-2.6,8.9,3.7,76,98,56,74,6.7,6.0,1.0,9.0,272.0,14.7,0.0,2016
8,1,9,-0.8,-3.3,1.5,3.7,0.8,,1.1,100,100,100,100,0.0,10.0,10.0,10.0,122.0,5.1,4.7,2016
9,1,10,0.8,-0.2,2.2,3.6,,3.5,1.3,98,100,94,100,0.0,10.0,10.0,10.0,150.0,5.8,4.7,2016
10,1,11,1.0,1.0,4.3,7.6,,3.4,7.5,93,100,96,82,0.0,10.0,10.0,10.0,285.0,15.8,1.1,2016
11,1,12,5.7,4.8,8.0,10.3,6.6,9.6,6.0,67,69,58,73,5.4,7.0,6.0,7.0,271.0,20.2,0.0,2016
12,1,13,4.4,2.5,6.1,7.7,4.8,6.1,5.3,72,72,69,74,4.7,3.0,7.0,3.0,279.0,25.3,0.2,2016
13,1,14,2.7,1.4,5.0,7.3,4.1,6.6,3.0,61,63,46,73,7.5,9.0,1.0,1.0,285.0,17.8,0.2,2016
14,1,15,0.2,-2.3,3.2,6.1,3.2,5.1,1.8,67,68,58,76,1.3,10.0,4.0,2.0,294.0,15.7,0.2,2016
15,1,16,0.6,-0.3,1.3,2.0,1.0,1.5,0.6,71,84,60,69,2.9,10.0,9.0,9.0,272.0,12.5,0.2,2016
16,1,17,-2.7,-3.4,-1.1,0.6,-0.7,-0.2,-2.7,67,80,56,64,3.5,9.0,3.0,6.0,351.0,12.2,0.0,2016
17,1,18,-5.8,-8.2,-3.1,-0.4,-5.7,,-4.5,68,82,54,68,7.6,2.0,3.0,1.0,354.0,9.3,0.0,2016
18,1,19,-6.8,-9.2,-4.8,-2.7,-6.3,-3.1,-3.6,76,82,71,75,3.5,3.0,8.0,9.0,69.0,4.4,0.0,2016
19,1,20,-7.3,-10.7,-3.3,0.7,-5.4,0.5,0.0,64,81,58,54,4.2,0.0,9.0,9.0,267.0,15.9,1.2,2016
20,1,21,-3.5,-2.4,-1.5,0.6,-1.6,-0.8,-3.5,65,68,61,66,2.3,9.0,8.0,4.0,264.0,18.0,1.2,2016
21,1,22,-9.6,-14.2,-5.5,-1.4,-9.6,-1.6,-4.2,74,90,59,72,8.5,2.0,0.0,0.0,151.0,6.2,0.0,2016
22,1,23,-7.1,-11.4,-5.2,-3.3,-6.5,-3.9,-3.3,89,85,88,94,0.2,7.0,10.0,10.0,271.0,11.0,8.5,2016
23,1,24,-3.3,-2.2,2.1,7.5,4.6,6.4,4.0,72,71,66,78,3.0,9.0,9.0,7.0,300.0,14.0,3.5,2016
24,1,25,0.8,-1.9,4.5,8.1,4.2,7.1,7.9,88,88,90,87,0.0,10.0,10.0,10.0,275.0,12.8,3.5,2016
25,1,26,5.2,1.2,8.9,12.6,9.8,12.6,5.2,68,63,53,87,2.8,7.0,9.0,0.0,281.0,17.3,0.0,2016
26,1,27,-0.8,-3.0,7.3,15.3,-0.2,15.1,12.5,68,98,51,55,2.9,8.0,9.0,8.0,261.0,12.1,0.0,2016
27,1,28,4.5,2.4,10.5,16.4,4.9,15.1,8.9,67,85,45,72,1.8,9.0,8.0,9.0,270.0,19.6,5.9,2016
28,1,29,5.2,4.8,8.1,11.0,5.4,11.0,7.6,81,96,66,81,3.7,10.0,5.0,0.0,282.0,16.4,5.9,2016
29,1,30,0.9,-2.0,5.0,9.0,1.1,4.0,2.6,95,98,90,98,5.8,1.0,9.0,10.0,168.0,5.5,0.0,2016
30,1,31,1.7,1.1,5.8,9.8,6.2,6.7,5.0,74,73,68,81,2.0,9.0,9.0,9.0,260.0,25.5,7.5,2016
31,2,1,4.5,3.1,9.1,13.7,7.4,13.3,12.9,84,95,88,70,1.4,10.0,9.0,1.0,277.0,16.3,6.4,2016
32,2,2,8.1,9.1,11.0,13.8,10.5,12.2,,72,69,64,82,0.0,9.0,9.0,2.0,284.0,17.6,0.0,2016
33,2,3,2.6,2.0,7.2,11.8,10.6,4.3,3.8,82,65,91,90,0.0,7.0,10.0,10.0,279.0,14.9,9.2,2016
34,2,4,2.5,1.3,4.6,6.7,2.6,6.5,40.0,68,74,58,72,5.0,8.0,9.0,9.0,289.0,18.6,1.3,2016
35,2,5,2.6,1.5,4.6,6.6,3.5,6.3,3.6,68,79,49,76,1.4,9.0,9.0,1.0,305.0,11.6,1.3,2016
36,2,6,0.6,-2.4,5.1,9.5,0.6,9.5,6.1,77,95,61,74,9.0,1.0,6.0,0.0,129.0,8.9,0.0,2016
37,2,7,2.8,0.6,8.4,14.0,3.1,13.9,,64,86,46,61,8.2,6.0,7.0,8.0,152.0,10.0,0.0,2016
38,2,8,6.9,4.0,9.3,11.7,8.1,10.9,11.0,68,68,67,69,2.5,9.0,8.0,9.0,268.0,12.0,0.5,2016
39,2,9,6.9,2.9,10.1,13.3,7.2,11.7,11.9,69,81,66,61,3.1,9.0,9.0,5.0,298.0,17.3,1.5,2016
40,2,10,3.3,3.7,7.6,11.9,4.6,4.7,4.4,76,87,77,64,0.1,10.0,10.0,9.0,269.0,18.4,4.9,2016
41,2,11,3.3,1.9,5.4,7.4,3.3,7.1,3.4,68,74,58,72,6.1,5.0,3.0,0.0,274.0,21.3,0.0,2016
42,2,12,-1.1,-4.4,2.2,5.5,-0.8,4.5,3.8,81,91,71,80,3.6,7.0,9.0,4.0,165.0,11.8,0.0,2016
43,2,13,2.5,1.8,5.2,7.8,2.8,7.7,5.0,73,83,60,76,5.2,10.0,2.0,8.0,150.0,8.3,0.0,2016
44,2,14,1.6,-1.2,5.2,8.7,1.9,6.8,7.9,90,97,81,93,0.2,10.0,10.0,10.0,275.0,10.3,6.8,2016
45,2,15,5.3,3.2,6.8,8.3,5.9,8.0,7.4,76,83,71,73,0.0,10.0,10.0,9.0,293.0,11.4,4.2,2016
46,2,16,4.3,3.9,6.1,7.8,4.4,7.1,4.9,71,73,66,74,1.6,10.0,9.0,8.0,338.0,9.7,0.0,2016
47,2,17,2.8,2.4,4.0,5.1,3.1,4.6,4.7,88,84,88,91,0.0,10.0,10.0,10.0,147.0,12.3,0.5,2016
48,2,18,3.8,4.1,4.4,5.0,4.5,5.0,4.0,93,94,91,94,0.0,10.0,10.0,10.0,285.0,13.4,13.2,2016
49,2,19,2.4,2.0,4.5,6.6,2.6,5.5,5.7,82,91,78,76,0.0,10.0,10.0,10.0,285.0,15.3,10.0,2016
50,2,20,3.2,1.1,6.5,9.8,3.8,9.5,7.6,53,72,36,51,7.6,10.0,8.0,9.0,259.0,15.2,9.1,2016
51,2,21,5.3,4.3,9.6,13.9,9.7,13.6,13.9,76,85,72,72,0.0,10.0,10.0,9.0,269.0,20.0,9.1,2016
52,2,22,13.2,10.9,16.5,19.7,13.4,18.7,14.2,48,52,37,56,6.0,9.0,2.0,9.0,270.0,21.1,0.1,2016
53,2,23,10.9,8.2,13.7,16.5,12.8,13.8,11.0,59,56,52,70,0.1,10.0,10.0,10.0,280.0,19.3,4.8,2016
54,2,24,2.2,0.5,6.6,11.0,,9.0,3.3,61,73,36,75,7.2,4.0,5.0,0.0,314.0,15.4,4.6,2016
55,2,25,-0.3,-3.5,3.1,6.5,2.4,4.0,3.5,73,73,71,76,0.0,10.0,10.0,9.0,293.0,9.0,0.0,2016
56,2,26,0.2,-3.0,3.5,6.8,0.3,6.3,3.0,58,72,45,58,6.3,4.0,6.0,7.0,305.0,8.1,0.0,2016
57,2,27,-0.3,-2.0,3.9,8.0,-0.1,7.4,,64,76,47,69,7.0,7.0,8.0,7.0,147.0,16.4,0.0,2016
58,2,28,4.2,2.6,7.3,10.4,4.6,10.3,8.5,79,86,68,82,0.0,10.0,10.0,10.0,160.0,11.2,0.2,2016
59,2,29,6.5,5.7,7.5,8.5,6.6,7.8,8.1,92,90,94,92,0.0,10.0,10.0,10.0,288.0,8.7,9.3,2016
60,3,1,1.9,1.9,5.0,8.1,2.4,3.0,2.5,79,89,74,74,0.0,10.0,10.0,9.0,285.0,20.8,1.0,2016
61,3,2,1.0,-2.1,5.0,8.9,1.7,8.0,7.1,74,82,64,77,2.1,8.0,10.0,9.0,298.0,15.9,1.1,2016
62,3,3,3.8,2.9,5.8,7.7,3.8,4.9,3.8,86,88,85,84,0.0,10.0,10.0,10.0,281.0,15.1,4.9,2016
63,3,4,2.1,1.2,5.4,8.6,2.9,8.3,4.5,68,77,48,78,6.2,10.0,4.0,0.0,303.0,17.9,3.6,2016
64,3,5,1.0,-1.8,7.0,13.0,1.4,,10.1,66,89,50,58,3.7,10.0,9.0,9.0,165.0,13.5,0.0,2016
65,3,6,5.6,5.2,8.5,11.3,5.7,10.9,,57,72,45,53,3.5,9.0,5.0,10.0,272.0,18.6,0.1,2016
66,3,7,3.1,2.9,5.2,7.2,4.4,3.8,3.6,81,70,88,84,0.1,10.0,10.0,8.0,300.0,7.5,2.6,2016
67,3,8,1.8,1.3,4.1,6.3,2.3,5.6,4.0,82,92,77,77,0.1,10.0,10.0,8.0,302.0,8.8,1.2,2016
68,3,9,0.2,-3.0,3.4,6.5,0.7,5.8,4.4,78,82,70,82,6.1,3.0,5.0,4.0,315.0,6.6,0.0,2016
69,3,10,-0.4,-3.8,4.5,9.4,0.2,7.2,7.1,82,96,76,73,9.8,1.0,7.0,2.0,348.0,12.5,0.0,2016
70,3,11,5.8,5.5,6.8,7.7,5.8,7.4,6.5,77,78,73,80,0.0,10.0,10.0,10.0,296.0,13.7,0.0,2016
71,3,12,5.0,4.8,6.5,7.9,5.1,7.9,6.5,72,75,67,75,0.0,9.0,10.0,10.0,338.0,11.7,0.0,2016
72,3,13,4.6,4.1,5.6,6.5,5.0,6.2,5.6,78,82,78,74,0.0,10.0,10.0,10.0,16.0,12.7,0.0,2016
73,3,14,1.1,-0.5,5.6,10.1,1.8,9.5,6.1,59,72,46,58,10.6,1.0,1.0,1.0,358.0,11.1,1.7,2016
74,3,15,1.3,-1.4,3.7,6.1,1.5,40.0,3.3,78,93,66,74,0.1,10.0,9.0,10.0,301.0,11.9,7.1,2016
75,3,16,0.9,0.2,4.4,7.8,1.4,6.5,5.5,79,96,65,77,0.4,10.0,9.0,8.0,119.0,9.6,2.5,2016
76,3,17,-0.9,-3.9,5.5,11.9,0.3,11.5,7.6,71,97,53,63,10.5,0.0,4.0,0.0,138.0,10.3,0.0,2016
77,3,18,0.2,-4.0,7.7,15.2,40.0,14.1,11.2,58,80,44,49,11.0,0.0,3.0,3.0,275.0,12.1,0.0,2016
78,3,19,3.3,1.0,7.3,11.2,3.5,8.4,7.3,70,80,62,67,0.9,9.0,8.0,10.0,331.0,10.5,0.0,2016
79,3,20,5.4,4.4,9.2,12.9,6.0,12.2,8.2,64,77,51,64,4.8,10.0,2.0,3.0,258.0,9.7,0.0,2016
80,3,21,5.3,1.5,9.0,12.7,6.0,10.9,,57,68,48,56,3.9,8.0,9.0,1.0,273.0,10.7,0.0,2016
81,3,22,6.2,3.8,8.9,11.6,40.0,10.1,7.0,64,68,53,70,1.8,9.0,8.0,9.0,292.0,12.2,0.1,2016
82,3,23,2.9,-0.7,7.2,11.4,4.5,10.8,8.3,59,76,43,57,4.9,2.0,8.0,10.0,349.0,10.1,0.6,2016
83,3,24,3.8,2.7,7.3,10.8,4.9,9.8,7.2,62,76,52,59,3.2,7.0,8.0,7.0,339.0,15.2,0.6,2016
84,3,25,4.6,2.2,8.6,12.6,5.3,12.4,,61,74,45,65,2.2,10.0,9.0,10.0,253.0,10.2,0.9,2016
